REPORT_NUMBER,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,NRC_RPT_NUM,NRC_RPT_DATETIME,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,INJURY_IND,ONSHORE_STATE_ABBREVIATION,ONSHORE_POSTAL_CODE,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,PIPE_FAC_NAME,ITEM_INVOLVED,INSTALLATION_YEAR,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,AMOUNT_RELEASED,REL_WATER_NAME,COMMODITY_REACHED_HCA,COMMERCIALLY_NAV_IND,HIGH_POP_IND,OTHER_POP_IND,USA_DRINKING_IND,USA_ECOLOGICAL_IND,PRPTY,CAUSE,CAUSE_DETAILS,PREPARER_EMAIL,AUTHORIZER_EMAIL,DOMAIN
20180213,31684,PHILLIPS 66 PIPELINE LLC,6/28/18 11:50,36.0361,-95.9939,1216761,6/28/18 21:17,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),24,,2,NO,NO,OK,74132,TULSA,TULSA,WR-01,PIPE,1958,NO,YES,NO,YES,NO,,,,,,,,,YES,,,YES,,,124870,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT OR FACILITY,jeff.blatchford@p66.com,todd.t.fuksa@p66.com,p66.com
20180212,22610,"MAGELLAN PIPELINE COMPANY, LP",6/28/18 9:52,32.296538,-99.244979,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.24,,0.24,NO,NO,TX,79504,Not Within a Municipality,CALLAHAN,MIDLAND-CORSICANA,PIPE,1957,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,37000,CORROSION FAILURE,EXTERNAL CORROSION,sharron.lillard@magellanlp.com,mark.materna@magellanlp.com,magellanlp.com
20180217,32109,"ONEOK NGL PIPELINE, LLC",6/28/18 6:17,35.54874,-99.29455,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),4.8,0,0,NO,NO,OK,73625,Not Within a Municipality,CUSTER,ONEOK PANTHER CREEK INJECTION,METER/PROVER,1996,NO,NO,NO,NO,NO,,,,,,,,,YES,,,,YES,,348,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,neal.jones@oneok.com,neal.jones@oneok.com,oneok.com
20180218,300,"PLAINS PIPELINE, L.P.",6/27/18 12:14,32.07935,-103.18034,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1,,1,NO,NO,NM,88252,JAL,LEA,JAL TANK FARM,AUXILIARY PIPING (E.G. DRAIN LINES),1947,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,21565,CORROSION FAILURE,INTERNAL CORROSION,crcarter@paalp.com,ngicuhi@paalp.com,paalp.com
20180216,1845,"BUCKEYE PARTNERS, LP",6/27/18 5:01,41.383754,-87.27599,1475186,6/27/18 6:40,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),1,,1,NO,NO,IN,46312,EAST CHICAGO,LAKE COUNTY ,EAST CHICAGO TERMINAL,PUMP,2016,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,YES,YES,17000,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,bstockstrom@buckeye.com,cpankowski@buckeye.com,buckeye.com
20180215,18718,SUNOCO PIPELINE L.P.,6/26/18 11:45,39.86509,-75.31148,1216488,6/26/18 13:37,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),798,,509,NO,NO,PA,19029,ESSINGTON,DELAWARE,POINT BREEZE TO MONTELLO ,PIPE,1937,NO,YES,YES,YES,YES,,YES,YES,,,,172,DARBY CREEK,YES,,YES,,,YES,3634000,OTHER INCIDENT CAUSE,UNKNOWN,todd.nardozzi@energytransfer.com,todd.nardozzi@energytransfer.com,energytransfer.com
20180210,32619,"HILAND CRUDE, LLC",6/23/18 7:00,48.111882,-103.771465,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,75,,75,NO,NO,ND,58801,Not Within a Municipality,WILLIAMS ,TRENTON STATION ,PUMP,2014,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,4287,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,jorge_lopez@kindermorgan.com,jaime_hernandez@kindermorgan.com,kindermorgan.com
20180196,31863,HFOTCO LLC,6/22/18 22:00,29.753155,-95.118592,1216171,6/23/18 1:30,CRUDE OIL,,6239,,6239,NO,NO,TX,77015,Not Within a Municipality,HARRIS,"NORTH TERMINAL - SHIP DOCK 4, LINE 1-5 ",TANK/VESSEL,2018,NO,YES,NO,YES,YES,,YES,,,,,0.05,HOUSTON SHIP CHANNEL - CARPENTER'S BAYOU,YES,,,,,YES,1050000,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,ngrace@semgroupcorp.com,tanderson@semgroupcorp.com,semgroupcorp.com
20180209,39013,TESORO SOCAL PIPELINE COMPANY LLC,6/22/18 13:00,33.78269,-118.24431,1216633,6/27/18 16:46,CRUDE OIL,,2,,2,NO,NO,CA,90744,WILMINGTON,LOS ANGELES ,LINE E51,PIPE,1970,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,,,,69000,OTHER INCIDENT CAUSE,UNKNOWN,juliana.o.galvis@andeavor.com,aaron.w.martinez@andeavor.com,andeavor.com
20180208,300,"PLAINS PIPELINE, L.P.",6/20/18 20:15,31.767259,-103.17139,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,3,,3,NO,NO,TX,79789,WINK,WINKLER,WINK SOUTH,PUMP,2018,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,6650,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,crcarter@paalp.com,ngicuhi@paalp.com,paalp.com
20180206,2552,COLONIAL PIPELINE CO,6/20/18 16:45,29.8871486,-93.98755605,1215923,6/20/18 17:50,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",125,,125,NO,NO,TX,77640,PORT ARTHUR,JEFFERSON,NORTH PORT ARTHUR STATION,TANK/VESSEL,1963,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,YES,,406000,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,rduncan@colpipe.com,rduncan@colpipe.com,colpipe.com
20180205,4906,EXXONMOBIL PIPELINE CO,6/20/18 4:00,29.75738,-94.99958,1215833,6/20/18 4:26,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),2.5,,2.5,NO,NO,TX,77520,BAYTOWN,HARRIS,BAYTOWN PRODUCTS 1 PUMP STATION,VALVE,2014,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,YES,,24990,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,diana.r.skates@exxonmobil.com,caroline.b.henderson@exxonmobil.com,exxonmobil.com
20180201,31045,"GENESIS PIPELINE USA, L.P.",6/19/18 14:45,31.53802,-90.45444,1215795,6/19/18 16:03,CRUDE OIL,,1.5,,1.5,NO,NO,MS,39629,BROOKHAVEN,LINCOLN,BROOKHAVEN TO BROOKHAVEN JCT.,VALVE,2006,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,93426,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,jorge.morice@genlp.com,john.jewett@genlp.com,genlp.com
20180207,32109,"ONEOK NGL PIPELINE, LLC",6/19/18 12:30,31.0525,-95.2443,1216109,6/22/18 11:16,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),0.02,0,0,NO,NO,TX,75845,Not Within a Municipality,TRINITY,ONEOK GROVETON PUMP STATION ,FLANGE,2018,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,YES,YES,YES,50,INCORRECT OPERATION,OTHER INCORRECT OPERATION,neal.jones@oneok.com,neal.jones@oneok.com,oneok.com
20180200,31618,ENTERPRISE PRODUCTS OPERATING LLC,6/17/18 19:44,30.013867,-94.053699,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),5,0,0,NO,NO,TX,77005,BEAUMONT,JEFFERSON,TE BEAUMONT,TUBING,2014,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,YES,,,1572,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,rwbourgeois@eprod.com,rwbourgeois@eprod.com,eprod.com
20180197,31618,ENTERPRISE PRODUCTS OPERATING LLC,6/17/18 2:16,31.7457,-100.2678,1215521,6/17/18 3:18,CRUDE OIL,,0.1,,0,NO,NO,TX,76953,TENNYSON,COKE,TENNYSON PUMP STATION,PUMP,2017,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,185450,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,tagustafson@eprod.com,tagustafson@eprod.com,eprod.com
20180198,39706,SUNOCO PARTNERS MARKETING & TERMINALS LP,6/16/18 15:45,30.00138,-93.986591,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.7,,0.7,NO,NO,TX,77627,NEDERLAND,JEFFERSON,NEDERLAND TERMINAL,OTHER,2018,NO,NO,NO,NO,NO,,,,,,,,,YES,,YES,,,,1115,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",todd.nardozzi@energytransfer.com,todd.nardozzi@energytransfer.com,energytransfer.com
20180203,300,"PLAINS PIPELINE, L.P.",6/16/18 10:58,31.767539,-103.172228,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,2,,2,NO,NO,TX,79789,WINK,WINKLER,WINK SOUTH,FLANGE,2018,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,2150,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,crcarter@paalp.com,ngicuhi@paalp.com,paalp.com
20180246,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,6/14/18 11:30,28.290415,-88.764417,1215257,6/14/18 13:49,CRUDE OIL,,0.75,,0,NO,NO,,,,,,VALVE,2014,NO,NO,NO,NO,YES,YES,,,,,,0.75,GULF OF MEXICO,NO,,,,,,1020521,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,stephanier1981@sbcglobal.net,clint.ratke@williams.com,sbcglobal.net
20180199,31888,CENTURION PIPELINE L.P.,6/12/18 10:17,31.69896,-101.89204,1215060,6/12/18 13:48,CRUDE OIL,,890,,890,NO,NO,TX,79706,Not Within a Municipality,MIDLAND COUNTY,BRADEN TO MIDKIFF JUNCTION,PIPE,1998,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,61610,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,joshua_mcculloch@oxy.com,daron_moore@oxy.com,oxy.com
20180193,32407,"GENESIS PIPELINE TEXAS, L.P.",6/11/18 15:03,29.524865,-95.107522,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1.42,,1.42,NO,NO,TX,77598,WEBSTER,HARRIS,WEBSTER STATION,TANK/VESSEL,2015,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,YES,,,11700,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,jorge.morice@genlp.com,john.jewett@genlp.com,genlp.com
20180189,31174,"SHELL PIPELINE CO., L.P.",6/11/18 13:20,33.802777,-118.2411666,1214986,6/11/18 15:33,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0,,0,NO,NO,CA,90810,CARSON,PARISH,CARSON TANK TERMINAL,TANK/VESSEL,,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,1370000,OTHER INCIDENT CAUSE,UNKNOWN,sonia.islam@shell.com,deborah.price@shell.com,shell.com
20180177,2552,COLONIAL PIPELINE CO,6/11/18 8:00,34.093889,-83.233611,1215019,6/12/18 9:34,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",3.69,,3.69,NO,NO,GA,30628,COLBERT ,MADISON ,DANIELSVILLE STATION ,VALVE,1967,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,162350,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,dlangley@colpipe.com,dlangley@colpipe.com,colpipe.com
20180188,31684,PHILLIPS 66 PIPELINE LLC,6/10/18 12:00,48.3348,-102.241702,1214864,6/10/18 12:55,CRUDE OIL,,18,,18,NO,NO,ND,58769,Not Within a Municipality,MOUNTRAIL,PALERMO STATION,OTHER,2016,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,55800,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,todd.t.fuksa@p66.com,todd.l.tullio@p66.com,p66.com
20180176,31174,"SHELL PIPELINE CO., L.P.",6/9/18 20:59,29.156902,-90.175944,1214827,6/9/18 22:08,CRUDE OIL,,2.24,,2.24,NO,NO,LA,70357,FOURCHON,LAFOURCHE,DELTA FOURCHON BOOSTER STATION,PUMP,,NO,NO,NO,NO,NO,,,,,,,,,YES,YES,,,,,68500,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,richard.klasen@shell.com,deborah.price@shell.com,shell.com
20180195,39348,"NUSTAR PERMIAN TRANSPORTATION AND STORAGE, LLC",6/9/18 5:20,32.44099167,-101.4692917,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,3.5,,3.5,NO,NO,TX,79720,Not Within a Municipality,HOWARD,101P NORTH MAINLINE PIPELINE SYSTEM,SCRAPER/PIG TRAP,2017,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,1028,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,russell.pesek@nustarenergy.com,james.robertson@nustarenergy.com,nustarenergy.com
20180187,22610,"MAGELLAN PIPELINE COMPANY, LP",6/7/18 9:00,40.200501,-104.608058,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.36,,0.36,NO,NO,CO,80642,Not Within a Municipality,WELD,PLATTEVILLE,FLANGE,2016,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,525,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,sharron.lillard@magellanlp.com,mark materna,magellanlp.com
20180192,31618,ENTERPRISE PRODUCTS OPERATING LLC,6/6/18 16:20,32.4863,-101.6567,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,0.8,2,0,NO,NO,TX,79713,ACKERLY,HOWARD,CHAPARRAL PIPELINE ACKERLY STATION,AUXILIARY PIPING (E.G. DRAIN LINES),,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,10102,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,tagustafson@eprod.com,tagustafson@eprod.com,eprod.com
20180184,1845,"BUCKEYE PARTNERS, LP",6/4/18 21:15,27.8189044,-97.5079139,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.7,,0.7,NO,NO,TX,78409,CORPUS CHRISTI,NUECES,PP861HF,VALVE,2018,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,3040,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,vgarcia-silguero@buckeye.com,cpankowski@buckeye.com,buckeye.com
20180190,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",6/4/18 4:20,32.914781,-102.853647,1214150,6/4/18 5:41,CRUDE OIL,,10,,10,NO,NO,TX,79323,Not Within a Municipality,GAINES,RILEY STATION,OTHER,1939,NO,YES,NO,YES,NO,,,,,,,,,NO,,,,,,41279,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,melanie.nolan@hollyenergy.com,keith.gerace@hollyenergy.com,hollyenergy.com
20180186,22610,"MAGELLAN PIPELINE COMPANY, LP",6/3/18 23:10,38.882726,-94.744176,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),1.79,,1.67,NO,NO,KS,66062,OLATHE,JOHNSON,OLATHE PUMP STATION,VALVE,1980,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,,,17153,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,sharron.lillard@magellanlp.com,mark.materna@magellanlp.com,magellanlp.com
20180191,39706,SUNOCO PARTNERS MARKETING & TERMINALS LP,6/2/18 18:05,30.00138,-93.986591,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,1,,1,NO,NO,TX,77627,NEDERLAND,JEFFERSON,NEDERLAND TERMINAL,OTHER,2017,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,1125,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",todd.nardozzi@energytransfer.com,todd.nardozzi@energytransfer.com,energytransfer.com
20180182,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",6/1/18 19:20,29.72536,-95.20334,1213959,6/1/18 22:49,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",107,,107,NO,NO,TX,77506-0351,PASADENA,HARRIS,PASADENA TERMINAL,VALVE,,NO,NO,NO,NO,NO,,,,,,,,,YES,YES,YES,YES,YES,YES,22250,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,danielle_stephens@kindermorgan.com,danielle_stephens@kindermorgan.com,kindermorgan.com
20180185,2552,COLONIAL PIPELINE CO,6/1/18 8:15,36.774278,-76.307731,NRC NOTIFICATION NOT REQUIRED,,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),0.18,0,0.18,NO,NO,VA,23324,CHESAPEAKE,CHESAPEAKE,LINE 27 - NORFOLK SOUTH DELIVERY,PUMP,1998,NO,YES,NO,NO,NO,,,,,,,,,YES,YES,YES,,,,9820,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,ansmith@colpipe.com,mpiazza@colpipe.com,colpipe.com
20180178,30829,ENTERPRISE CRUDE PIPELINE LLC,5/30/18 10:07,34.231129,-97.50474,1213660,5/30/18 11:20,CRUDE OIL,,20,,20,NO,NO,OK,73438,HEALDTON,CARTER,C158,PIPE,,NO,YES,NO,NO,NO,,,,,,,,,YES,,,YES,,,66000,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",lswilliams@eprod.com,lswilliams@eprod.com,eprod.com
20180183,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",5/30/18 9:00,48.1144,-103.76725,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,0.5,,0.5,NO,NO,ND,58853,TRENTON,WILLIAMS,TRENTON TERMINAL,OTHER,2016,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,652,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,todd.nardozzi@energytransfer.com,todd.nardozzi@energytransfer.com,energytransfer.com
20180180,31618,ENTERPRISE PRODUCTS OPERATING LLC,5/29/18 15:00,29.66514,-95.03973,1213614,5/29/18 21:10,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),0.1,0,0,NO,NO,TX,77571,LA PORTE,HARRIS,MORGANS POINT TO TEXAS PETRO OLEFINS,PIPE,1957,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,,,168000,CORROSION FAILURE,EXTERNAL CORROSION,wnburrell@eprod.com,nvtruong@eprod.com,eprod.com
20180179,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",5/27/18 8:03,32.861727,-102.919351,1213387,5/27/18 10:15,CRUDE OIL,,1.7,,0.75,NO,NO,TX,79323,Not Within a Municipality,GAINES,RUSSELL STATION,SCRAPER/PIG TRAP,1939,NO,YES,NO,YES,NO,,,,,,,,,YES,,,,YES,,4116,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,melanie.nolan@hollyenergy.com,mark.shemaria@hollyenergy.com,hollyenergy.com
20180245,31618,ENTERPRISE PRODUCTS OPERATING LLC,5/21/18 15:40,44.0143,-94.1749,1212866,5/21/18 20:56,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,0.03,5,0,NO,NO,MN,56034,Not Within a Municipality,BLUE EARTH,MANKATO STATION,VALVE,,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,51026,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,rsromero@eprod.com,rsromero@eprod.com,eprod.com
20180174,30829,ENTERPRISE CRUDE PIPELINE LLC,5/19/18 7:15,33.9192,-98.4353,NRC NOTIFICATION NOT REQUIRED,,CRUDE OIL,,2,,2,NO,NO,TX,76301,WICHITA FALLS,WICHITA,WICHITA FALLS,VALVE,2018,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,1330,OTHER INCIDENT CAUSE,UNKNOWN,lswilliams@eprod.com,lswilliams@eprod.com,eprod.com
20180175,4906,EXXONMOBIL PIPELINE CO,5/17/18 1:01,30.24911,-91.17552,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,0.4,0,0,NO,NO,LA,70765,PLAQUEMINE,IBERVILLE,BR REF TO CHOCTAW ETHYLENE,METER/PROVER,2000,NO,NO,NO,NO,NO,,,,,,,,,YES,,,,YES,YES,209,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,kirwin.l.yates@exxonmobil.com,caroline.b.henderson@exxonmobil.com,exxonmobil.com
20180172,300,"PLAINS PIPELINE, L.P.",5/16/18 10:25,28.31291,-99.72928,1212934,5/22/18 14:06,CRUDE OIL,,15,,15,NO,NO,TX,78836,Not Within a Municipality,DIMMIT,FAITH RANCH,PIPE,2011,NO,YES,NO,NO,NO,,,,,,,,,NO,,,,,,108981,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),crcarter@paalp.com,ngicuhi@paalp.com,paalp.com
20180170,1845,"BUCKEYE PARTNERS, LP",5/15/18 9:30,42.461843,-83.434841,1212321,5/15/18 10:18,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),0.14,,0.14,NO,NO,MI,48335,NOVI,OAKLAND,WW203WC,PIPE,1964,NO,YES,NO,NO,NO,,,,,,,,,YES,,YES,,,,185100,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),ggailey@buckeye.com,cpankowski@buckeye.com,buckeye.com
20180173,22610,"MAGELLAN PIPELINE COMPANY, LP",5/14/18 17:41,37.214774,-95.745951,1212142,5/14/18 17:48,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),555,,545,NO,NO,KS,67301,Not Within a Municipality,MONTGOMERY,"COFFEYVILLE-INDEPENDENCE NO. 1-8"" LINE","WELD, INCLUDING HEAT-AFFECTED ZONE",1957,NO,YES,NO,NO,YES,,YES,,,,,0.02,UNNAMED TRIBUTARY,YES,,,YES,YES,,1251189,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",sharron.lillard@magellanlp.com,mark.materna@magellanlp.com,magellanlp.com
20180171,31618,ENTERPRISE PRODUCTS OPERATING LLC,5/14/18 7:34,29.81855797,-91.53681898,1212059,5/14/18 8:19,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,2416,0,0,NO,NO,LA,70538,BALDWIN,ST. MARY,PROMIX MAIN LINE,VALVE,1967,NO,NO,NO,NO,NO,,,,,,,,,YES,,,YES,,,98000,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",ngray@eprod.com,ngray@eprod.com,eprod.com
20180169,31130,DCP MIDSTREAM,5/14/18 6:32,28.559011,-97.855643,NRC NOTIFICATION NOT REQUIRED,,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),0.43,0,0,NO,NO,TX,78102,Not Within a Municipality,BEE COUNTY,SILVER OAK METER STATION ,OTHER,2012,NO,NO,NO,NO,NO,,,,,,,,,NO,,,,,,51,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,calopez@dcpmidsteam.com,jdpontious@dcpmidstream.com,dcpmidsteam.com
20180168,18718,SUNOCO PIPELINE L.P.,5/10/18 16:04,35.64222,-97.5532,1211819,5/10/18 19:16,CRUDE OIL,,15,,10,NO,NO,OK,73013,EDMOND,OKLAHOMA,"NOBLE TO DOUGLAS 8""",PIPE,1950,NO,YES,NO,YES,NO,,,,,,,,,YES,,YES,,,,4401200,CORROSION FAILURE,EXTERNAL CORROSION,todd.nardozzi@energytransfer.com,todd.nardozzi@energytransfer.com,energytransfer.com
